Session_Duration (hours),Calories_Burned,Water_Intake (liters),Experience_Level
1.38,1215.5,2.99,1.01
1.22,876.94,3.12,1.98
1.41,1861.2,2.1,2.0
1.48,1789.17,2.01,1.0
1.29,1704.22,2.1,2.01
1.3,1718.86,3.39,2.02
1.16,836.59,1.98,2.02
1.08,1425.6,2.89,2.0
1.7,1324.98,3.48,2.99
0.67,589.06,2.3,1.0
1.2,1297.08,1.7,2.01
0.92,810.34,2.6,1.01
1.26,1520.44,1.5,1.0
0.52,343.2,3.19,1.0
1.19,1568.18,2.5,1.98
1.86,1932.91,2.72,2.99
1.71,2000.7,3.5,3.0
1.09,1178.18,2.5,2.01
1.19,857.51,2.41,2.01
1.3,1248.0,1.63,2.0
1.38,1214.4,2.99,1.0
1.74,2490.11,3.49,3.01
1.55,1810.71,2.7,2.98
1.29,1390.88,3.3,1.98
1.28,1553.02,3.3,1.03
1.36,980.02,2.9,2.01
1.45,1390.84,1.88,1.99
0.74,488.84,2.6,1.01
0.77,930.85,2.58,1.0
0.93,613.24,3.32,1.0
1.24,1499.04,1.5,1.0
1.24,818.4,1.51,1.0
0.53,350.12,3.3,1.01
1.01,1223.21,1.7,1.01
0.69,837.18,3.21,1.03
1.15,1391.5,3.42,1.0
1.48,1462.54,3.11,1.0
1.16,1254.89,3.29,2.02
1.5,1438.8,3.67,1.99
1.4,1687.84,1.58,1.0
1.97,1535.42,2.71,2.99
1.66,1295.8,2.72,3.01
1.37,1475.9,3.4,1.97
1.26,832.36,2.52,1.01
1.33,1609.3,2.17,1.0
1.41,1706.1,3.0,1.0
1.41,1394.63,2.49,1.0
1.7,2429.13,3.47,2.99
1.35,1455.57,2.9,1.98
1.83,1427.4,2.72,3.0
1.44,1038.53,3.59,2.02
1.32,1266.14,3.61,1.99
1.08,710.86,2.3,1.0
1.06,1018.45,2.89,2.01
1.07,1029.77,2.3,2.03
1.37,1311.91,2.81,1.97
1.9,1483.14,3.5,3.01
1.54,1200.28,2.69,2.99
1.2,1581.36,2.1,1.98
1.28,1384.7,3.29,2.02
1.28,1378.94,2.29,1.97
0.96,633.02,3.22,1.0
1.39,1332.18,3.4,1.98
1.47,1292.42,2.39,1.0
1.71,1775.66,3.52,2.98
1.13,1221.42,2.49,2.01
1.18,1040.29,3.23,1.02
1.29,928.03,2.11,1.99
1.19,1044.34,3.2,1.0
0.6,395.28,2.61,1.0
0.98,860.83,2.59,1.0
1.2,1150.08,2.39,1.98
0.55,664.29,2.8,1.0
1.15,1243.04,2.22,2.01
1.23,1627.66,2.09,2.03
0.52,514.8,2.22,1.0
0.52,343.51,2.32,1.01
0.9,889.38,2.12,1.0
1.24,1336.97,3.3,1.98
1.85,2166.16,2.71,3.01
1.26,907.2,3.11,2.0
0.81,713.45,2.68,1.01
1.48,1424.35,2.39,2.03
1.42,1362.06,2.1,1.99
1.33,1755.6,1.99,2.0
1.87,1456.36,2.69,2.98
0.82,991.3,2.61,1.0
0.89,587.93,2.62,1.01
1.29,1701.38,3.08,1.99
0.77,762.3,3.01,1.0
1.26,1359.67,1.8,1.99
1.66,1942.2,3.5,3.0
1.67,1304.6,3.49,3.02
1.01,1090.8,1.67,2.0
1.47,1058.4,1.89,2.0
1.09,1078.12,2.49,1.0
1.08,952.99,2.69,1.03
1.22,1172.18,1.83,2.01
1.27,1371.6,3.5,2.0
1.31,1730.64,2.99,2.01
1.1,792.0,1.8,2.0
1.32,1269.31,2.31,2.02
1.7,1987.47,3.52,2.99
1.95,2788.5,2.7,3.0
0.96,1163.71,2.11,1.02
1.37,1478.37,2.09,1.99
1.45,1394.32,2.91,2.02
0.85,562.02,1.69,1.02
0.96,633.6,2.08,1.0
0.73,482.24,2.49,1.01
0.59,519.67,2.1,1.01
1.91,1487.51,2.73,2.98
1.0,661.2,3.49,1.02
1.09,784.8,2.89,2.0
1.28,1126.4,2.0,1.0
1.1,1453.21,2.39,2.01
1.1,1450.79,2.4,1.99
1.05,693.63,1.89,1.01
1.65,1929.02,3.5,2.99
1.28,1382.4,2.3,2.0
1.38,911.63,2.98,1.01
1.39,1376.1,1.51,1.0
0.86,754.74,2.31,1.0
1.05,1007.16,2.3,1.99
1.86,2661.85,3.49,3.01
1.24,1338.08,1.99,1.99
0.87,1052.7,1.9,1.0
1.22,1207.8,2.42,1.0
0.82,721.6,2.51,1.0
1.97,2304.9,2.7,3.0
1.02,673.2,1.72,1.0
1.47,1937.17,2.92,1.98
1.48,1599.73,2.31,2.01
0.73,720.73,2.69,1.0
1.39,916.57,1.7,1.0
1.4,1848.0,3.31,2.0
1.38,991.12,3.39,1.97
1.12,1208.59,2.8,1.99
1.63,1904.17,2.7,2.98
0.78,514.33,2.11,1.0
0.77,676.98,3.59,1.0
1.05,1134.0,2.6,2.0
1.46,1402.77,2.7,2.01
1.01,666.6,1.69,1.0
1.34,1284.26,2.1,1.98
1.1,1452.0,3.5,2.0
1.03,1359.6,2.4,2.0
1.83,1428.5,3.5,3.01
0.84,739.2,2.41,1.0
0.83,730.4,2.39,1.0
1.2,1189.08,2.18,1.01
1.17,1026.79,2.52,1.0
1.41,1014.35,3.41,1.99
1.92,1497.6,2.69,3.0
0.7,847.77,3.11,1.01
1.43,1890.75,2.4,2.02
1.14,820.12,1.91,1.99
1.18,1166.08,2.9,1.0
1.2,1297.08,2.6,2.01
1.42,1718.2,3.52,1.0
0.52,629.2,2.2,1.0
1.3,1287.0,2.89,1.0
1.19,1049.1,3.18,1.02
1.49,1314.78,3.1,1.03
1.36,1471.25,3.59,2.02
1.24,1227.6,3.11,1.0
1.24,1499.04,1.52,1.0
1.03,1112.4,2.4,2.0
1.37,985.58,2.62,1.99
1.42,1868.15,2.4,1.96
1.29,1240.46,2.6,2.02
1.39,1678.84,3.39,1.0
1.34,1179.2,3.09,1.0
1.36,898.42,1.62,1.01
1.21,1160.63,2.1,1.99
0.72,633.6,2.69,1.0
1.19,1284.13,2.08,1.99
1.21,1595.87,1.71,1.99
1.45,1389.68,1.99,1.98
1.39,1372.35,3.39,1.0
1.53,2186.22,3.52,2.99
1.38,1324.8,3.7,2.0
1.25,1512.5,1.61,1.0
0.57,565.33,2.41,1.02
1.07,769.76,2.0,1.99
1.98,1546.78,2.68,3.02
1.04,1370.51,2.38,1.98
1.0,1317.8,2.9,1.98
1.0,990.0,3.62,1.0
1.54,1201.2,3.48,3.0
0.55,484.0,2.19,1.0
1.49,1968.44,2.0,2.01
1.32,870.41,2.89,1.0
1.35,1296.0,3.73,2.0
1.87,1456.36,2.7,2.98
1.44,1903.97,1.68,2.02
1.39,1374.85,1.47,1.0
1.51,2164.28,3.51,3.03
0.76,669.41,2.29,1.01
1.29,1697.12,2.49,1.96
1.45,1915.6,1.59,2.01
1.28,1228.8,2.29,2.0
1.06,1146.71,2.41,2.02
1.29,1138.3,2.3,1.03
1.08,775.66,1.51,1.97
1.84,1912.13,2.72,2.99
1.41,1525.34,3.7,2.02
1.23,1488.3,2.93,1.0
1.04,1375.09,2.51,2.02
1.26,1208.59,3.01,1.99
1.0,1079.1,2.79,1.99
0.77,932.55,3.0,1.01
1.49,1605.18,2.79,1.97
1.58,2254.19,2.69,2.97
1.15,1242.0,3.29,2.0
0.73,722.7,1.81,1.0
1.33,1275.74,2.3,1.99
1.18,1039.34,3.19,1.01
1.19,855.37,1.98,1.98
1.26,1360.8,3.22,2.0
1.43,1886.03,3.39,1.99
1.37,1805.39,2.4,1.98
1.21,1597.2,2.0,2.0
1.1,1335.84,2.19,1.04
1.19,783.97,1.61,1.0
1.86,1932.91,3.49,2.99
1.15,1102.16,1.5,1.98
1.15,1515.47,3.39,1.98
1.13,814.28,3.12,2.01
1.68,1312.42,2.7,3.02
1.78,2084.2,3.51,3.01
0.66,436.0,3.2,1.01
1.1,1331.0,2.89,1.0
0.66,799.33,2.3,1.01
0.84,738.53,1.51,1.0
1.05,1133.06,2.41,1.99
1.16,1113.6,2.71,2.0
1.23,1217.7,1.59,1.0
0.69,606.65,2.3,1.0
1.78,2541.48,3.5,2.98
1.07,1060.26,1.89,1.01
1.11,1467.64,2.01,2.02
1.62,1680.91,2.71,2.97
1.36,1306.69,1.8,2.01
1.06,1016.75,1.5,1.99
0.87,860.52,1.88,1.0
1.19,1283.06,2.0,1.98
1.34,1619.93,2.18,1.0
1.24,893.54,2.71,2.01
0.78,770.8,3.4,1.0
1.43,1544.4,3.62,2.0
1.86,1451.92,2.69,3.01
0.97,639.62,1.88,1.0
0.7,847.0,3.11,1.0
1.98,1543.21,3.5,2.99
0.63,416.18,2.28,1.01
1.43,1375.09,2.38,2.02
1.27,917.45,1.79,2.04
1.03,1113.33,1.99,2.01
1.08,1067.26,3.4,1.0
1.98,2314.82,2.72,2.99
1.86,1937.38,3.49,3.02
1.83,2141.1,2.69,3.0
1.78,1388.4,3.52,3.0
1.43,1371.66,2.61,1.99
1.13,1216.33,1.68,1.96
1.28,1126.4,3.1,1.0
1.14,1095.31,3.0,2.01
1.57,1839.73,3.51,3.02
1.72,2012.4,2.7,3.0
1.7,1769.36,3.51,3.01
1.37,987.22,1.81,2.01
0.75,495.0,2.89,1.0
1.43,944.66,2.5,1.01
1.18,848.89,1.8,1.99
0.81,801.17,1.98,1.0
1.61,2296.99,3.48,2.97
1.36,1467.58,2.88,1.99
1.37,1479.6,2.18,2.0
1.38,910.8,3.02,1.0
1.62,1684.8,2.69,3.0
1.3,858.78,3.4,1.01
0.81,979.21,1.6,1.0
1.01,1089.89,2.38,1.99
1.89,2209.6,2.69,2.99
1.92,1990.66,2.7,2.96
1.41,1014.35,2.39,1.99
1.22,1610.4,2.61,2.0
1.33,1437.6,2.79,2.01
1.45,1277.16,2.31,1.01
1.31,944.77,1.91,2.02
1.05,1038.56,2.5,1.0
1.03,742.84,2.3,2.02
1.15,1138.5,2.6,1.0
1.05,756.63,1.78,2.01
1.27,915.92,1.9,2.02
1.28,1382.4,1.7,2.0
1.24,1340.32,2.72,2.01
0.68,822.05,1.91,1.0
1.37,1479.6,2.59,2.0
1.17,772.2,3.43,1.0
1.22,875.47,1.88,1.96
1.06,763.2,1.9,2.0
1.03,987.15,2.4,1.98
1.03,987.15,2.11,1.98
1.58,1640.67,3.48,2.98
1.66,1725.07,2.69,2.99
1.04,1371.66,2.31,1.99
1.71,1781.14,2.71,3.02
1.32,1743.85,1.79,2.01
0.91,900.08,1.71,1.0
0.97,961.17,3.22,1.01
0.5,329.4,2.52,1.0
1.01,665.99,1.7,1.0
1.19,1140.5,1.81,1.98
1.34,1618.45,1.82,1.0
1.08,954.72,2.52,1.05
1.39,1333.29,2.09,1.99
1.41,1017.74,2.09,2.03
0.9,1089.0,3.01,1.0
1.73,2022.54,2.7,2.99
1.81,1408.54,3.49,2.97
1.65,1287.0,3.51,3.0
1.27,915.16,2.2,2.01
1.04,747.55,3.41,1.98
1.02,1008.88,2.22,1.0
1.31,1586.54,3.01,1.01
1.54,2203.89,3.5,3.01
1.39,1334.4,1.5,2.0
0.74,650.02,3.63,1.0
1.4,1233.12,1.59,1.01
0.68,448.8,1.91,1.0
0.7,691.74,2.3,1.0
1.42,1249.6,3.0,1.0
1.34,1622.87,2.18,1.01
1.54,1803.19,3.49,3.01
1.66,1725.07,3.52,2.99
1.0,960.0,2.3,2.0
0.88,580.27,3.31,1.0
0.59,584.1,2.3,1.0
0.73,722.7,3.5,1.0
1.56,2230.8,3.5,3.0
1.92,1499.9,2.69,3.02
1.38,910.8,3.19,1.0
1.18,849.6,2.29,2.0
1.49,1971.72,2.83,2.03
1.07,1155.6,1.9,2.0
1.28,1228.8,2.61,2.0
1.23,886.34,2.1,2.01
1.14,1502.29,3.43,1.98
1.8,1872.0,3.48,3.0
1.36,1345.18,1.91,1.0
1.76,2510.99,3.48,2.97
1.11,1098.9,2.07,1.0
0.64,635.33,2.38,1.03
0.89,1076.9,2.37,1.0
1.11,1066.49,1.81,2.01
1.45,1756.1,1.59,1.01
0.72,871.2,2.71,1.0
1.29,1702.8,2.4,2.0
1.26,1521.83,1.49,1.0
1.02,1345.28,3.4,1.99
1.1,1188.99,1.7,2.01
1.01,968.79,1.99,1.99
1.8,1874.88,2.7,3.02
0.75,905.85,2.63,1.0
1.02,733.79,2.3,1.99
1.81,1883.85,2.72,3.01
0.76,920.44,3.49,1.01
1.33,1435.2,2.99,1.99
1.64,1280.18,2.72,3.01
0.79,521.4,3.4,1.0
1.43,1416.99,1.58,1.01
1.76,2518.74,3.5,3.01
0.99,712.21,2.18,1.99
1.96,1531.15,2.69,3.02
1.24,1090.21,1.6,1.0
1.87,1946.3,3.5,3.01
1.09,1441.2,2.8,2.02
1.04,913.54,2.4,1.0
0.63,415.42,2.12,1.0
1.98,2833.58,2.7,3.01
0.84,833.11,2.9,1.02
1.56,2229.08,3.5,2.99
1.13,1222.43,2.2,2.02
1.08,1422.04,2.1,1.97
1.4,1344.0,3.29,2.0
1.08,951.26,1.49,1.01
0.72,633.02,3.61,1.0
1.66,1294.8,3.5,3.0
1.31,1260.74,3.1,2.03
1.74,2037.37,3.48,3.01
1.65,1929.02,2.69,2.99
1.8,1402.92,3.53,2.99
1.41,1015.2,3.29,2.0
1.57,1222.72,3.49,2.98
0.97,1172.63,1.71,1.0
1.68,1310.4,3.48,3.0
1.17,1028.66,2.49,1.0
0.67,811.44,2.26,1.01
1.45,1914.0,2.3,2.0
1.04,1123.2,2.39,2.0
1.25,1103.0,2.5,1.03
1.04,749.42,2.48,2.01
0.82,811.06,2.31,1.0
1.14,1229.15,2.2,1.98
1.79,1860.17,2.71,2.99
1.75,2042.78,3.48,2.97
0.64,773.7,2.39,1.0
1.84,1912.13,2.69,2.99
1.46,1287.14,2.29,1.02
1.16,1535.03,2.32,2.03
1.66,1293.8,3.48,2.99
1.15,828.0,2.09,2.0
1.0,1080.9,1.51,2.01
1.19,1143.35,1.99,2.01
1.35,1634.98,2.91,1.01
0.55,483.56,3.22,1.0
1.08,778.25,2.81,2.01
0.66,436.0,3.21,1.01
1.45,1276.0,3.2,1.0
1.42,1024.1,2.6,2.02
0.75,906.68,2.6,1.0
0.56,493.25,1.68,1.01
0.79,782.1,3.2,1.0
1.07,1156.56,1.71,2.01
1.8,1404.0,2.7,3.0
0.74,487.51,1.89,1.0
1.28,921.6,1.79,2.0
1.4,1846.46,2.78,1.99
1.07,1156.56,1.48,2.01
1.13,813.6,2.1,2.0
1.14,1504.8,2.19,2.0
1.85,2643.46,3.5,2.99
1.27,1220.22,2.2,2.01
1.84,2149.49,3.5,2.98
1.27,1677.8,2.1,2.01
1.46,1578.11,2.63,2.01
1.8,1400.76,2.69,2.97
1.78,1856.9,3.49,3.04
1.38,911.63,3.01,1.01
1.41,931.45,2.01,1.01
0.72,474.34,2.69,1.0
1.58,2261.14,3.51,3.01
2.0,2340.0,3.51,3.0
1.81,2584.32,3.52,2.98
1.23,1078.46,2.68,1.0
1.18,780.22,3.18,1.02
0.58,702.44,3.41,1.01
1.58,1847.18,2.7,2.99
1.84,2154.46,2.72,3.01
1.37,1656.19,1.62,1.0
0.58,510.4,2.7,1.0
1.34,1179.2,2.29,1.0
1.41,1859.65,1.99,1.99
1.18,851.02,2.71,2.02
1.97,1536.6,2.69,3.0
1.47,1588.92,2.89,2.01
1.37,985.58,2.1,1.99
1.17,1027.73,1.62,1.0
1.08,1430.35,2.8,2.04
1.07,1059.3,3.39,1.0
1.17,842.4,2.52,2.0
0.72,870.41,3.48,1.0
1.58,2255.92,2.69,2.98
1.03,1020.63,2.61,1.01
1.0,960.8,1.5,2.01
1.02,1234.2,2.88,1.0
1.18,1168.2,2.89,1.0
1.14,1232.23,1.47,2.01
1.16,1404.88,2.49,1.01
0.72,475.63,3.49,1.01
0.9,792.0,1.91,1.0
1.28,921.6,2.11,2.0
1.19,1569.49,2.49,1.99
1.4,1235.36,3.4,1.03
1.14,1094.4,2.81,2.0
1.95,1522.17,2.7,3.01
1.0,991.8,3.61,1.02
0.61,736.76,1.7,1.0
1.35,1783.48,3.29,2.01
0.81,979.21,3.69,1.0
1.07,772.97,3.48,2.04
0.72,475.63,3.61,1.01
1.38,1327.01,2.69,2.02
0.99,950.4,2.29,2.0
1.36,980.83,2.8,2.02
1.76,2518.74,3.5,3.01
1.57,1225.54,2.69,3.01
1.11,1199.8,1.82,2.01
1.3,935.22,1.7,1.99
1.87,1943.3,2.71,2.99
1.74,1357.2,3.51,3.0
1.1,1188.0,2.11,2.0
1.27,1679.19,3.1,2.02
1.06,763.2,2.39,2.0
0.55,362.67,3.08,1.0
1.18,777.38,1.61,1.0
1.3,1249.04,1.9,2.01
1.01,1336.53,1.5,2.03
1.39,917.4,1.52,1.0
0.85,560.49,1.5,1.0
1.02,977.57,2.6,1.98
1.83,2142.75,3.5,3.01
1.67,1303.6,2.69,3.01
1.16,835.2,1.8,2.0
1.51,1630.8,2.2,2.0
1.13,745.12,2.89,1.0
1.47,1938.78,1.71,1.99
1.12,806.4,2.3,2.0
1.62,1896.86,2.72,3.01
1.24,1228.72,1.5,1.01
1.36,1467.58,3.1,1.99
1.2,1585.32,1.9,2.01
1.46,1927.2,2.39,2.0
1.34,1449.61,2.3,2.02
1.15,1105.84,2.92,2.02
1.33,1436.4,2.3,2.0
1.72,1341.6,3.5,3.0
1.23,1488.3,2.5,1.0
1.87,2674.1,2.71,3.0
1.13,1222.43,2.21,2.02
1.5,1317.6,2.91,1.0
1.66,1293.8,3.51,2.99
0.99,712.8,2.8,2.0
0.91,801.53,3.51,1.01
1.94,2269.8,2.69,3.0
1.39,1678.84,3.42,1.0
1.14,1091.66,2.1,1.97
0.7,462.42,1.9,1.01
1.38,1490.4,2.22,2.0
1.4,1512.0,3.3,2.0
1.81,2117.7,3.5,3.0
0.88,775.1,2.6,1.01
1.42,1872.84,1.6,1.99
1.13,1221.42,2.21,2.01
1.83,1906.13,2.7,3.02
1.14,820.12,2.62,1.99
1.29,1392.04,2.51,1.99
1.73,1349.4,3.5,3.0
1.52,1582.02,3.5,3.01
1.7,2431.0,3.49,3.0
1.58,1847.18,3.51,2.99
1.01,1333.2,2.59,2.0
1.39,1335.51,3.4,2.01
1.78,2079.4,3.48,2.98
1.42,1532.32,3.38,1.99
0.94,620.4,1.8,1.0
1.71,1781.14,3.49,3.02
1.3,1248.0,3.09,2.0
0.63,415.8,2.41,1.0
1.71,1778.4,3.5,3.0
1.3,1571.57,3.0,1.0
1.09,1320.1,2.7,1.01
1.28,1547.39,3.41,1.0
0.54,474.34,3.32,1.0
1.34,1448.41,3.52,2.01
1.02,1102.52,2.88,2.01
0.81,712.8,3.69,1.0
1.66,1942.2,3.5,3.0
1.94,2017.6,2.67,3.0
1.11,1098.9,3.1,1.0
1.67,2388.1,2.7,3.0
1.38,1821.6,1.7,2.0
1.21,1162.57,2.09,2.01
1.17,772.9,2.48,1.01
1.13,1115.65,3.6,1.0
1.84,1913.6,2.7,3.0
1.26,1209.6,1.82,2.0
1.37,1478.37,3.39,1.99
1.02,1345.28,2.62,1.99
1.09,1079.1,3.41,1.0
1.54,1203.05,2.69,3.02
1.16,1529.92,1.79,1.99
1.28,1227.78,1.7,1.99
0.68,598.4,3.4,1.0
1.14,1131.68,2.49,1.03
1.4,1512.0,3.28,2.0
0.68,449.21,3.3,1.01
1.13,1221.42,1.92,2.01
1.29,1393.2,2.5,2.0
0.84,555.41,2.18,1.02
1.38,1213.3,3.01,1.0
1.45,1392.0,2.1,2.0
0.96,950.4,3.11,1.0
1.61,1675.69,2.7,3.01
1.18,1272.28,2.12,1.98
1.27,914.4,1.8,2.0
0.54,356.72,3.1,1.01
0.76,751.72,3.59,1.0
0.53,641.3,2.91,1.0
1.39,1678.84,1.49,1.0
1.34,1445.99,2.1,1.99
1.37,905.02,2.1,1.01
1.16,834.5,1.48,1.99
1.11,797.2,1.78,1.97
1.06,1399.2,2.39,2.0
1.38,1669.8,1.99,1.0
1.07,1294.7,2.7,1.0
1.39,1001.63,1.89,2.01
1.79,2091.08,3.51,2.98
0.89,589.0,2.6,1.03
1.46,1051.2,1.9,2.0
1.97,2817.1,2.69,3.0
1.35,1455.57,3.29,1.98
0.96,1162.66,2.39,1.01
1.22,1474.86,2.4,1.0
1.45,1756.1,1.8,1.01
1.03,1111.47,2.4,1.99
1.24,1499.04,1.79,1.0
0.99,1068.31,1.59,1.99
1.65,2364.94,2.71,3.03
1.83,1427.4,3.49,3.0
1.03,1360.73,2.0,2.01
1.3,1248.0,2.09,2.0
1.03,1360.73,2.02,2.01
1.08,1036.8,1.5,2.0
1.33,1437.6,2.33,2.01
1.17,772.9,3.2,1.01
1.96,2293.2,3.49,3.0
1.14,1125.52,2.3,1.0
1.17,1122.26,3.21,1.99
1.34,1445.99,2.6,1.99
1.26,1209.6,3.06,2.0
1.46,963.6,3.53,1.0
1.07,706.84,1.89,1.01
0.81,534.11,2.39,1.0
1.23,1622.25,1.99,1.99
1.24,1640.89,2.0,2.03
0.66,797.15,3.1,1.0
1.11,1063.82,1.69,1.98
1.58,1233.35,2.7,3.01
1.43,1882.88,2.5,1.97
1.46,1050.32,2.4,1.99
1.32,1306.8,3.4,1.0
1.53,1192.48,2.72,2.99
0.62,750.2,1.81,1.0
0.77,508.2,3.0,1.0
1.67,2395.45,2.72,3.04
1.68,1311.41,2.71,3.01
1.55,1809.32,2.69,2.97
1.66,1942.2,3.51,3.0
1.04,998.4,2.11,2.0
0.92,607.75,2.61,1.01
0.78,516.2,3.52,1.03
1.14,821.48,2.7,2.01
1.43,1889.17,3.59,2.01
0.67,589.6,2.61,1.0
0.75,908.32,2.69,1.01
1.11,799.87,2.21,2.01
1.29,1236.34,2.4,1.98
1.91,2725.0,3.5,2.97
1.2,1151.04,2.4,1.99
1.21,1308.98,2.59,2.02
1.15,827.31,3.49,1.99
0.75,495.0,2.49,1.0
1.03,1358.47,2.31,1.99
1.33,1755.6,3.0,2.0
1.16,766.3,2.52,1.01
0.57,689.7,3.18,1.0
1.19,786.11,2.4,1.01
1.38,1487.92,1.71,1.98
1.18,1429.1,2.91,1.01
1.09,1176.22,2.2,1.99
0.52,514.8,2.91,1.0
1.15,1104.92,2.41,2.01
1.36,1308.86,2.39,2.03
0.96,633.6,1.9,1.0
1.09,1438.8,3.41,2.0
1.2,792.0,2.5,1.0
1.36,1470.02,2.19,2.01
1.3,1248.0,2.1,2.0
1.26,1665.97,1.82,2.02
1.09,1438.8,2.7,2.0
1.49,1072.8,2.0,2.0
1.17,1028.66,2.11,1.0
1.17,1125.07,2.01,2.02
1.37,986.4,2.42,2.0
0.57,562.76,2.92,1.0
1.15,829.38,1.91,2.02
1.31,1413.62,3.1,1.99
1.84,1916.54,3.48,3.02
1.47,1056.64,2.43,1.98
1.14,820.8,2.19,2.0
1.76,1827.58,3.52,2.98
0.75,494.55,2.58,1.0
1.14,1094.4,2.2,2.0
1.08,1424.41,2.8,1.99
1.18,1560.2,2.01,2.02
1.43,1731.87,3.6,1.01
1.19,1178.1,3.19,1.0
1.04,999.23,2.61,2.01
0.85,1028.5,2.21,1.0
0.81,982.77,2.28,1.03
0.71,856.76,2.99,1.0
1.02,1103.44,2.42,2.02
0.77,678.22,3.41,1.01
0.79,781.39,3.4,1.0
1.1,1453.21,2.37,2.01
0.75,494.55,2.32,1.0
1.46,1401.6,1.49,2.0
1.28,1382.4,2.6,2.0
1.05,1134.95,2.82,2.01
1.32,1594.3,2.19,1.0
0.9,890.19,1.89,1.0
0.94,931.45,1.98,1.01
1.09,1180.14,3.39,2.03
1.36,1793.7,3.41,1.99
1.23,1180.8,1.8,2.0
1.04,996.74,2.41,1.98
1.26,1108.8,3.08,1.0
1.59,1864.59,3.49,3.03
1.27,838.2,3.69,1.0
1.33,1276.8,3.3,2.0
1.02,980.83,2.01,2.02
1.28,921.6,3.69,2.0
1.44,1381.25,1.69,1.99
0.8,705.28,2.11,1.02
1.69,1318.2,3.5,3.0
1.19,1284.13,3.5,1.99
1.88,1956.7,2.69,3.01
1.27,1258.44,3.49,1.01
0.58,700.52,2.69,1.0
1.08,1167.37,1.91,2.01
1.04,748.8,2.7,2.0
1.16,1528.65,1.79,1.98
1.48,1599.73,3.59,2.01
1.06,1402.7,3.28,2.03
1.37,1809.91,2.79,2.01
1.42,1871.28,2.6,1.98
1.12,1076.1,2.81,2.01
1.47,1453.98,2.61,1.0
1.43,1411.84,2.91,1.0
1.84,1918.02,3.5,3.03
1.03,1113.33,1.99,2.01
1.69,1321.24,3.5,3.03
1.48,1599.73,3.39,2.01
1.34,1443.58,2.11,1.97
1.07,1057.37,1.91,1.0
1.21,1307.89,2.38,2.01
0.68,598.94,1.89,1.01
1.25,1201.0,1.8,2.01
1.19,855.37,3.52,1.98
1.19,1283.06,2.49,1.98
1.08,777.6,2.89,2.0
0.82,991.3,2.01,1.0
1.41,1524.07,2.6,2.01
1.89,2213.0,2.71,3.01
1.34,1287.47,2.3,2.01
1.78,1387.33,3.51,2.99
0.99,712.21,1.6,1.99
1.52,2170.26,3.51,2.98
1.83,2620.93,3.5,3.02
1.04,751.3,2.3,2.04
1.05,1386.0,2.9,2.0
1.39,1334.4,2.69,2.0
1.25,1512.5,3.1,1.0
1.76,2057.62,3.49,2.99
1.4,1846.46,2.0,1.99
0.6,592.92,3.71,1.0
1.41,1706.1,2.69,1.0
1.07,1061.23,1.91,1.02
0.94,1135.33,1.69,1.0
1.08,1069.2,2.1,1.0
0.99,713.39,2.31,2.01
1.47,1587.6,2.4,2.0
1.25,1199.0,2.72,1.99
1.26,1525.99,1.79,1.01
1.39,1686.49,1.69,1.03
1.36,1307.78,1.78,2.02
1.77,1837.97,3.52,2.98
1.14,1506.05,3.72,2.01
0.57,689.07,2.91,1.0
1.87,2186.22,3.51,2.99
1.28,1229.82,1.7,2.01
0.81,980.1,2.19,1.0
0.7,846.23,1.89,1.0
1.04,1123.2,2.42,2.0
1.47,1456.62,1.82,1.01
1.93,2259.84,2.69,3.01
1.77,1842.22,2.71,3.01
0.72,712.15,2.5,1.0
0.68,822.05,3.21,1.0
1.45,1392.0,2.7,2.0
1.25,1512.5,2.61,1.0
1.23,811.8,1.61,1.0
1.35,1296.0,1.59,2.0
0.95,625.29,2.11,1.0
1.81,2117.7,3.52,3.0
1.32,1307.99,2.2,1.01
1.29,1699.96,2.31,1.98
1.45,1757.69,2.12,1.02
1.26,907.96,3.01,2.01
1.34,1447.2,1.88,2.0
1.82,1894.26,3.5,3.01
1.07,1059.3,1.7,1.0
1.08,1071.14,2.59,1.02
0.64,422.4,2.5,1.0
1.4,1235.36,1.51,1.03
1.11,1466.42,2.29,2.01
1.43,1370.51,2.5,1.98
1.13,1082.99,3.09,1.98
1.5,1171.8,3.48,3.02
1.12,1071.62,1.8,1.96
1.3,933.66,2.3,1.97
1.77,1843.63,2.69,3.02
1.3,936.78,3.1,2.01
1.08,1166.4,2.7,2.0
1.46,1574.17,1.61,1.98
1.81,1410.71,3.51,2.99
1.28,844.8,3.36,1.0
1.09,957.46,2.48,1.0
1.09,1080.08,2.9,1.01
1.35,1458.0,2.12,2.0
1.42,1877.52,2.12,2.02
1.16,1533.75,2.39,2.02
1.16,835.9,3.21,2.01
0.77,762.3,3.09,1.0
1.59,1652.33,2.69,2.99
1.14,753.77,2.5,1.02
1.38,1492.88,2.31,2.02
1.38,1217.71,3.21,1.03
0.77,678.83,2.6,1.02
1.02,979.2,2.0,2.0
1.39,1003.3,3.29,2.03
0.84,554.4,1.68,1.0
0.59,583.04,3.42,1.0
1.36,1346.4,2.18,1.0
1.13,1121.75,3.6,1.03
0.57,689.7,2.0,1.0
0.86,757.49,1.51,1.01
1.04,687.65,1.6,1.02
1.47,1061.05,1.49,2.03
1.97,2297.81,2.72,2.96
1.04,1000.06,2.4,2.02
1.27,1256.16,3.71,1.0
1.25,1346.62,2.49,1.97
