Session_Duration (hours),Calories_Burned,Water_Intake (liters),Experience_Level,Calories_Class,interaction
1.49,1970.08,2.59,2.02,1,3.0098
1.32,1305.61,2.23,1.0,1,1.32
1.18,778.8,3.01,1.0,1,1.18
1.33,1757.06,2.6,2.01,1,2.6733
0.85,842.26,2.19,1.01,1,0.8584999999999999
0.96,633.02,2.02,1.0,1,0.96
1.51,2157.64,3.5,2.99,1,4.5149
1.04,1123.2,2.02,2.0,1,2.08
1.26,1661.81,3.1,1.99,1,2.5074
1.11,1463.98,2.6,1.99,1,2.2089000000000003
0.54,535.09,1.72,1.01,1,0.5454
1.7,1768.0,3.48,3.0,1,5.1
0.59,582.51,2.11,1.0,1,0.59
1.57,1630.29,3.51,2.98,1,4.6786
1.83,1428.5,2.7,3.01,1,5.5083
1.04,998.4,2.48,2.0,1,2.08
1.67,1734.13,2.71,2.98,1,4.9765999999999995
1.49,1476.44,2.01,1.01,1,1.5049
0.7,847.0,3.0,1.0,1,0.7
1.18,849.6,3.21,2.0,1,2.36
1.33,877.8,2.49,1.0,1,1.33
0.72,634.75,2.7,1.02,1,0.7343999999999999
1.91,2231.26,3.48,2.98,1,5.6918
1.5,1815.0,1.5,1.0,1,1.5
1.0,988.2,2.3,1.0,1,1.0
1.09,718.75,2.31,1.0,1,1.09
1.36,979.2,2.61,2.0,1,2.72
0.55,664.9,3.27,1.0,1,0.55
0.97,1171.57,2.8,1.0,1,0.97
1.13,1492.84,2.0,2.01,1,2.2712999999999997
1.37,983.93,2.51,1.97,1,2.6989
1.33,1755.6,2.21,2.0,1,2.66
1.12,1355.2,2.01,1.0,1,1.12
0.56,369.26,2.9,1.0,1,0.56
1.39,918.23,2.1,1.01,1,1.4039
1.34,1445.99,1.89,1.99,1,2.6666000000000003
0.96,949.54,2.02,1.0,1,0.96
1.95,2792.79,3.48,3.02,1,5.889
1.42,1536.16,2.89,2.02,1,2.8684
1.35,1777.54,2.39,1.97,1,2.6595
1.84,1918.02,3.5,3.03,1,5.5752
0.89,586.33,2.4,1.0,1,0.89
1.72,1786.05,3.47,2.98,1,5.1255999999999995
1.45,1432.89,3.39,1.0,1,1.45
1.42,1246.19,2.01,1.0,1,1.42
1.78,2547.36,3.5,3.01,1,5.3578
1.39,1834.8,1.99,2.0,1,2.78
1.44,1555.2,1.7,2.0,1,2.88
1.15,828.0,1.49,2.0,1,2.3
0.76,751.03,3.49,1.0,1,0.76
1.48,1597.07,1.71,1.99,1,2.9452
1.63,1692.59,2.7,2.98,1,4.857399999999999
0.69,835.66,3.1,1.01,1,0.6969
1.15,1104.0,1.52,2.0,1,2.3
1.18,1560.2,2.5,2.02,1,2.3836
0.58,574.2,2.32,1.0,1,0.58
1.39,1497.45,2.01,1.97,1,2.7382999999999997
1.39,1499.95,3.4,1.99,1,2.7661
1.13,1218.37,2.79,1.98,1,2.2373999999999996
1.15,1012.0,2.59,1.0,1,1.15
1.31,1258.65,2.6,2.01,1,2.6330999999999998
1.81,2586.31,3.48,2.99,1,5.4119
1.59,1860.3,2.7,3.0,1,4.7700000000000005
1.01,726.59,1.7,1.99,1,2.0099
1.39,1501.2,2.06,2.0,1,2.78
1.48,1597.07,1.69,1.99,1,2.9452
2.0,2078.4,3.5,2.99,1,5.98
1.23,1327.29,2.12,1.99,1,2.4476999999999998
0.92,607.2,2.21,1.0,1,0.92
1.48,1597.07,2.8,1.99,1,2.9452
0.64,422.4,2.1,1.0,1,0.64
1.14,820.8,2.7,2.0,1,2.28
1.2,791.28,2.21,1.0,1,1.2
0.99,1305.71,2.78,1.99,1,1.9701
0.93,922.37,3.09,1.02,1,0.9486000000000001
1.36,1345.18,3.2,1.0,1,1.36
1.88,2684.26,2.69,2.98,1,5.602399999999999
1.34,1290.69,2.09,2.04,1,2.7336
1.14,751.03,2.29,1.0,1,1.14
1.95,2029.56,2.71,3.01,1,5.8694999999999995
1.18,1274.4,2.11,2.0,1,2.36
1.09,785.45,3.28,2.01,1,2.1909
1.21,796.42,2.2,1.0,1,1.21
1.29,1562.32,2.69,1.01,1,1.3029
0.75,908.32,2.29,1.01,1,0.7575000000000001
0.89,586.87,2.09,1.0,1,0.89
1.38,911.63,2.81,1.01,1,1.3938
0.92,607.2,1.7,1.0,1,0.92
0.76,668.19,2.92,1.0,1,0.76
1.28,1381.25,1.82,1.99,1,2.5472
1.03,742.84,2.29,2.02,1,2.0806
1.92,1996.8,2.73,3.0,1,5.76
1.35,1296.0,3.3,2.0,1,2.7
1.58,1234.3,2.71,3.02,1,4.7716
1.02,1347.52,2.6,2.01,1,2.0502
0.77,508.66,2.6,1.01,1,0.7777000000000001
1.37,1657.7,1.6,1.0,1,1.37
0.9,793.44,2.1,1.02,1,0.918
1.38,1487.92,1.81,1.98,1,2.7323999999999997
1.25,900.0,3.02,2.0,1,2.5
1.02,1347.52,2.11,2.01,1,2.0502
1.3,1145.04,3.39,1.01,1,1.3130000000000002
1.3,1571.57,3.42,1.0,1,1.3
1.09,1046.4,2.4,2.0,1,2.18
1.21,1161.6,2.41,2.0,1,2.42
1.28,1266.05,2.0,1.0,1,1.28
1.34,1447.2,2.59,2.0,1,2.68
1.95,2274.48,2.7,2.96,1,5.772
1.32,1427.98,3.3,2.02,1,2.6664000000000003
1.02,1347.52,1.51,2.01,1,2.0502
1.17,1263.6,2.68,2.0,1,2.34
1.02,1234.2,2.3,1.0,1,1.02
1.34,1445.99,2.39,1.99,1,2.6666000000000003
1.77,1381.66,3.51,3.01,1,5.3277
1.85,2647.54,2.7,3.01,1,5.5685
0.54,356.4,3.11,1.0,1,0.54
1.43,1889.17,3.59,2.01,1,2.8742999999999994
1.22,1207.8,2.7,1.0,1,1.22
1.24,818.4,2.71,1.0,1,1.24
0.56,678.22,1.72,1.01,1,0.5656000000000001
1.18,779.51,2.97,1.01,1,1.1918
1.07,942.46,3.39,1.01,1,1.0807
1.05,1006.32,2.87,1.98,1,2.079
1.9,2714.91,3.49,2.99,1,5.681
0.57,564.3,2.89,1.0,1,0.57
1.4,1849.54,2.21,2.01,1,2.8139999999999996
1.08,1067.26,2.7,1.0,1,1.08
1.36,1305.6,2.09,2.0,1,2.72
0.75,905.85,2.58,1.0,1,0.75
1.67,1736.8,2.71,3.0,1,5.01
0.8,968.0,2.91,1.0,1,0.8
1.11,1463.98,2.41,1.99,1,2.2089000000000003
1.49,1073.69,2.21,2.01,1,2.9948999999999995
1.17,1159.35,2.49,1.01,1,1.1817
1.41,1239.67,3.39,1.0,1,1.41
0.98,970.2,2.39,1.0,1,0.98
1.06,1398.03,1.5,1.99,1,2.1094
0.93,613.8,2.6,1.0,1,0.93
1.29,1701.38,2.5,1.99,1,2.5671
1.46,961.85,2.6,1.0,1,1.46
1.33,1169.34,3.09,1.0,1,1.33
0.74,732.6,2.68,1.0,1,0.74
1.14,1230.17,3.01,1.99,1,2.2685999999999997
1.22,1172.18,2.8,2.01,1,2.4521999999999995
1.19,1441.21,3.41,1.01,1,1.2019
0.73,882.5,3.5,1.0,1,0.73
0.67,589.06,3.4,1.0,1,0.67
1.58,2261.14,2.69,3.01,1,4.7558
0.55,664.29,2.0,1.0,1,0.55
1.7,1328.04,3.48,3.02,1,5.1339999999999995
1.3,1246.96,2.08,1.99,1,2.587
1.04,1376.23,2.49,2.03,1,2.1111999999999997
1.37,1311.91,1.78,1.97,1,2.6989
1.17,1122.26,2.71,1.99,1,2.3283
0.84,554.4,2.9,1.0,1,0.84
1.46,1927.2,2.89,2.0,1,2.92
1.03,989.62,2.41,2.01,1,2.0703
0.71,859.88,3.09,1.01,1,0.7171
1.05,1008.0,1.8,2.0,1,2.1
0.94,931.45,1.8,1.01,1,0.9493999999999999
1.08,1069.2,2.49,1.0,1,1.08
1.86,1449.68,2.72,2.99,1,5.561400000000001
1.43,1544.4,2.9,2.0,1,2.86
1.39,1220.98,3.2,1.0,1,1.39
1.38,1324.8,2.28,2.0,1,2.76
1.46,1285.97,3.48,1.01,1,1.4746
1.56,1214.93,3.52,2.98,1,4.6488000000000005
1.26,1109.81,2.78,1.01,1,1.2726
1.01,972.02,3.09,2.03,1,2.0503
1.03,1360.73,2.01,2.01,1,2.0703
1.4,1690.92,2.29,1.0,1,1.4
1.79,1396.2,2.69,3.0,1,5.37
1.03,1114.25,2.4,2.02,1,2.0806
0.98,863.97,2.29,1.02,1,0.9996
0.52,629.2,2.2,1.0,1,0.52
1.48,1064.71,3.21,1.99,1,2.9452
1.39,1001.63,2.6,2.01,1,2.7938999999999994
1.15,1244.07,1.5,2.02,1,2.323
1.35,1292.76,2.4,1.97,1,2.6595
0.96,949.54,3.19,1.0,1,0.96
1.83,2142.75,2.71,3.01,1,5.5083
1.36,1644.1,3.0,1.0,1,1.36
1.65,1931.98,2.69,3.01,1,4.966499999999999
0.6,528.48,3.42,1.01,1,0.606
1.89,1474.2,2.71,3.0,1,5.67
0.87,574.2,3.31,1.0,1,0.87
1.18,1271.21,2.1,1.97,1,2.3245999999999998
1.48,1598.4,1.81,2.0,1,2.96
1.09,1047.27,2.8,2.01,1,2.1909
1.65,2357.68,2.71,2.99,1,4.9335
1.35,974.43,2.89,2.03,1,2.7405
1.3,1287.0,2.42,1.0,1,1.3
0.63,415.42,1.7,1.0,1,0.63
1.98,2316.6,2.71,3.0,1,5.9399999999999995
1.39,1681.9,3.42,1.0,1,1.39
1.99,1553.39,3.51,3.01,1,5.9899
1.97,2819.27,3.51,3.01,1,5.9296999999999995
1.82,1418.51,3.51,2.99,1,5.441800000000001
1.35,1340.14,2.21,1.03,1,1.3905
1.24,1090.21,1.59,1.0,1,1.24
1.23,1219.91,1.6,1.02,1,1.2546
1.45,1568.61,3.4,2.02,1,2.929
1.7,1989.0,3.5,3.0,1,5.1
0.97,854.38,2.6,1.01,1,0.9797
1.06,1277.94,1.9,1.0,1,1.06
1.36,1790.71,2.5,1.97,1,2.6792000000000002
1.98,2827.04,3.5,2.98,1,5.9004
1.39,1688.02,3.4,1.04,1,1.4456
1.01,1092.62,3.39,2.02,1,2.0402
1.15,1515.47,2.08,1.98,1,2.2769999999999997
1.16,1250.71,2.5,1.98,1,2.2967999999999997
1.1,1186.02,2.3,1.98,1,2.178
0.73,721.39,2.69,1.0,1,0.73
1.06,763.2,3.28,2.0,1,2.12
1.08,1306.8,2.5,1.0,1,1.08
1.93,2004.11,2.68,2.98,1,5.751399999999999
1.7,1987.47,3.5,2.99,1,5.083
1.11,1199.8,2.32,2.01,1,2.2311
1.91,2232.98,3.49,2.99,1,5.7109000000000005
1.29,1136.23,2.2,1.01,1,1.3029
1.01,727.2,2.27,2.0,1,2.02
1.09,786.76,3.31,2.03,1,2.2127
0.86,852.17,1.68,1.01,1,0.8686
1.27,915.16,3.39,2.01,1,2.5526999999999997
1.06,763.2,3.21,2.0,1,2.12
1.23,1179.82,3.12,1.99,1,2.4476999999999998
1.41,1240.8,3.09,1.0,1,1.41
0.92,910.8,2.73,1.0,1,0.92
1.05,1271.66,1.91,1.01,1,1.0605
1.26,1247.4,2.39,1.0,1,1.26
1.34,1768.8,2.11,2.0,1,2.68
1.19,1142.4,2.61,2.0,1,2.38
0.76,668.19,2.8,1.0,1,0.76
0.5,329.7,1.6,1.0,1,0.5
1.51,2164.28,3.49,3.03,1,4.5752999999999995
0.75,658.8,2.31,1.0,1,0.75
1.47,1587.6,1.78,2.0,1,2.94
1.1,1089.0,2.19,1.0,1,1.1
0.81,535.57,2.51,1.02,1,0.8262
1.13,993.5,3.49,1.0,1,1.13
1.8,2109.24,2.69,3.02,1,5.436
1.44,1425.6,2.4,1.0,1,1.44
1.1,726.66,2.22,1.01,1,1.1110000000000002
0.99,980.1,2.29,1.0,1,0.99
1.23,1083.38,1.6,1.01,1,1.2423
1.53,1589.98,2.69,2.99,1,4.5747
1.15,1104.0,2.2,2.0,1,2.3
1.43,1890.75,1.71,2.02,1,2.8886
1.1,1188.0,3.29,2.0,1,2.2
1.36,1306.69,1.8,2.01,1,2.7336
1.23,1181.78,3.21,2.01,1,2.4722999999999997
1.22,1316.5,3.0,1.99,1,2.4278
1.53,1788.72,2.69,2.99,1,4.5747
1.02,1102.52,2.39,2.01,1,2.0502
1.01,1091.71,2.8,2.01,1,2.0301
1.28,842.5,1.79,1.0,1,1.28
0.8,527.04,2.21,1.0,1,0.8
1.2,1151.04,2.09,1.99,1,2.388
1.15,759.0,3.52,1.0,1,1.15
1.71,2441.54,3.52,2.98,1,5.0958
0.82,811.06,2.5,1.0,1,0.82
1.24,817.66,2.92,1.0,1,1.24
1.95,2788.5,3.51,3.0,1,5.85
1.56,2230.8,3.52,3.0,1,4.68
1.1,790.68,1.93,1.98,1,2.178
1.81,1885.3,3.51,3.02,1,5.466200000000001
1.32,1600.1,2.32,1.02,1,1.3464
1.07,940.74,1.9,1.0,1,1.07
1.05,1007.16,3.28,1.99,1,2.0895
1.25,1238.62,1.51,1.01,1,1.2625
1.25,1512.5,1.82,1.0,1,1.25
1.28,1267.2,2.19,1.0,1,1.28
0.68,822.8,2.9,1.0,1,0.68
1.02,1347.52,3.1,2.01,1,2.0502
1.41,1522.8,3.72,2.0,1,2.82
0.97,852.05,2.0,1.0,1,0.97
2.01,2087.18,3.47,2.98,1,5.989799999999999
1.29,1239.43,3.69,2.01,1,2.5928999999999998
1.46,1051.2,2.71,2.0,1,2.92
1.39,916.57,1.59,1.0,1,1.39
0.81,980.99,2.32,1.01,1,0.8181
1.07,1157.53,3.41,2.02,1,2.1614
1.38,1487.92,3.32,1.98,1,2.7323999999999997
1.08,1070.17,2.6,1.01,1,1.0908
1.08,776.95,1.99,1.99,1,2.1492
1.39,1002.47,3.29,2.02,1,2.8078
1.71,2000.7,3.47,3.0,1,5.13
1.82,2600.6,3.5,2.99,1,5.441800000000001
0.75,660.0,2.5,1.0,1,0.75
0.97,854.38,2.8,1.01,1,0.9797
1.46,1444.09,2.3,1.0,1,1.46
1.22,878.4,2.78,2.0,1,2.44
1.93,2256.36,2.7,2.99,1,5.770700000000001
0.65,642.92,2.09,1.0,1,0.65
1.71,1332.77,3.48,2.99,1,5.112900000000001
1.13,1490.36,1.69,1.99,1,2.2487
1.01,970.41,2.0,2.01,1,2.0301
1.47,1456.62,3.3,1.01,1,1.4847
1.78,1387.33,3.49,2.99,1,5.3222000000000005
1.06,1144.8,2.41,2.0,1,2.12
0.58,509.47,2.27,1.0,1,0.58
1.08,1034.21,1.69,1.97,1,2.1276
1.11,1199.8,1.69,2.01,1,2.2311
1.0,881.6,3.6,1.02,1,1.02
1.87,2669.99,3.5,2.98,1,5.5726
1.79,2091.08,3.49,2.98,1,5.3342
1.42,1533.6,2.6,2.0,1,2.84
1.02,978.38,1.71,1.99,1,2.0298
0.75,493.65,1.83,1.0,1,0.75
1.42,1362.06,2.6,1.99,1,2.8257999999999996
1.42,1871.28,2.4,1.98,1,2.8116
0.57,564.81,2.91,1.01,1,0.5757
0.82,541.69,2.52,1.01,1,0.8281999999999999
1.31,1730.64,1.8,2.01,1,2.6330999999999998
0.85,561.0,3.6,1.0,1,0.85
1.74,2035.8,3.5,3.0,1,5.22
1.92,2249.86,3.51,3.02,1,5.7984
1.72,2457.71,2.7,2.99,1,5.1428
0.94,620.4,2.69,1.0,1,0.94
1.14,1004.11,3.09,1.01,1,1.1514
1.12,1210.61,2.51,2.01,1,2.2512
1.1,791.34,2.09,1.99,1,2.189
1.5,1320.0,1.53,1.0,1,1.5
1.97,2048.8,2.7,3.0,1,5.91
1.05,924.84,2.39,1.01,1,1.0605
1.86,2174.53,3.49,2.99,1,5.561400000000001
1.01,969.6,2.69,2.0,1,2.02
0.86,567.08,1.53,1.0,1,0.86
1.22,1170.22,2.1,1.99,1,2.4278
1.92,1996.8,2.69,3.0,1,5.76
1.42,1366.61,2.9,2.03,1,2.8825999999999996
1.79,2559.7,3.51,3.0,1,5.37
1.3,1288.17,2.5,1.01,1,1.3130000000000002
1.93,2258.1,2.68,3.0,1,5.79
1.93,2004.11,2.7,2.98,1,5.751399999999999
1.53,1792.85,3.51,3.02,1,4.6206000000000005
1.1,1186.02,2.78,1.98,1,2.178
1.04,1000.9,2.39,2.03,1,2.1111999999999997
1.36,1645.6,2.21,1.0,1,1.36
1.74,1808.21,3.52,2.99,1,5.2026
1.22,1611.74,2.8,2.01,1,2.4521999999999995
1.03,987.98,2.58,1.99,1,2.0497
1.22,879.13,2.29,2.01,1,2.4521999999999995
1.93,2256.36,2.69,2.99,1,5.770700000000001
1.7,2434.74,2.71,3.02,1,5.1339999999999995
0.51,337.21,1.79,1.02,1,0.5202
1.78,2541.48,3.5,2.98,1,5.3044
1.84,1912.13,3.48,2.99,1,5.501600000000001
1.89,2702.7,2.68,3.0,1,5.67
1.18,1553.71,2.08,1.97,1,2.3245999999999998
1.26,907.2,1.8,2.0,1,2.52
0.68,598.94,3.11,1.01,1,0.6868000000000001
1.08,1166.4,2.1,2.0,1,2.16
0.89,881.9,2.48,1.01,1,0.8989
1.13,745.12,2.41,1.0,1,1.13
1.99,2069.6,2.68,3.0,1,5.97
1.37,1356.3,1.89,1.0,1,1.37
1.26,1361.93,3.02,2.01,1,2.5326
0.88,774.4,1.99,1.0,1,0.88
0.88,1066.74,3.48,1.02,1,0.8976000000000001
1.55,1208.07,3.52,2.99,1,4.6345
1.02,1098.85,2.6,1.97,1,2.0094
1.44,1383.55,3.6,2.01,1,2.8943999999999996
1.31,1726.32,3.31,1.98,1,2.5938
1.55,2219.91,2.7,3.02,1,4.681
1.09,1179.16,2.32,2.02,1,2.2018
1.49,1072.8,2.02,2.0,1,2.98
1.28,1125.38,2.39,1.0,1,1.28
1.27,912.11,2.28,1.97,1,2.5019
1.19,784.69,1.59,1.0,1,1.19
1.45,1751.31,1.59,1.0,1,1.45
1.08,776.3,1.7,1.98,1,2.1384000000000003
0.91,601.15,2.41,1.01,1,0.9191
1.26,906.44,2.1,1.99,1,2.5074
1.01,1089.89,1.58,1.99,1,2.0099
0.68,447.98,2.6,1.0,1,0.68
1.28,1382.4,1.9,2.0,1,2.56
1.66,2379.28,2.7,3.03,1,5.0298
0.93,613.8,3.12,1.0,1,0.93
1.42,1364.34,3.61,2.01,1,2.8541999999999996
1.13,1490.36,2.89,1.99,1,2.2487
1.22,1319.8,1.89,2.02,1,2.4644
1.37,1314.1,2.29,1.99,1,2.7263
1.43,1031.32,3.59,2.02,1,2.8886
1.0,879.2,2.6,1.0,1,1.0
0.65,572.52,2.49,1.01,1,0.6565000000000001
0.81,802.63,2.19,1.01,1,0.8181
0.72,475.2,3.6,1.0,1,0.72
1.27,839.72,1.78,1.02,1,1.2954
1.0,1079.1,1.5,1.99,1,1.99
1.4,1689.38,2.69,1.0,1,1.4
1.93,2757.78,2.71,2.99,1,5.770700000000001
1.5,1321.2,1.81,1.01,1,1.5150000000000001
1.01,666.6,2.09,1.0,1,1.01
0.93,1123.25,1.69,1.0,1,0.93
1.37,1809.91,2.13,2.01,1,2.7537
1.18,1274.4,1.82,2.0,1,2.36
1.19,1288.41,2.01,2.03,1,2.4156999999999997
1.8,1870.56,3.48,2.99,1,5.382000000000001
1.37,1806.89,3.39,1.99,1,2.7263
0.73,883.3,2.71,1.0,1,0.73
1.27,837.44,3.39,1.0,1,1.27
1.32,1306.8,2.21,1.0,1,1.32
1.29,929.57,2.49,2.01,1,2.5928999999999998
1.48,1951.97,1.79,1.99,1,2.9452
1.29,1395.52,1.99,2.02,1,2.6058
1.16,835.9,1.51,2.01,1,2.3315999999999995
1.94,2016.05,2.69,2.99,1,5.8006
1.48,1953.6,1.69,2.0,1,2.96
1.17,1156.19,3.4,1.0,1,1.17
1.34,1286.4,2.62,2.0,1,2.68
1.49,1477.78,1.99,1.02,1,1.5198
1.39,1834.8,3.37,2.0,1,2.78
1.17,1028.66,2.53,1.0,1,1.17
1.98,2313.04,2.67,2.98,1,5.9004
1.37,1478.37,2.38,1.99,1,2.7263
1.79,1394.05,3.48,2.98,1,5.3342
1.49,1074.59,1.62,2.02,1,3.0098
1.31,1296.9,2.4,1.0,1,1.31
1.7,1985.94,3.51,2.98,1,5.066
1.05,756.0,1.8,2.0,1,2.1
1.05,924.0,2.5,1.0,1,1.05
1.41,1351.34,2.51,1.98,1,2.7918
1.18,1132.8,2.5,2.0,1,2.36
1.62,1684.8,2.7,3.0,1,4.86
1.48,1066.49,2.8,2.01,1,2.9747999999999997
0.9,794.16,2.57,1.03,1,0.927
1.15,1105.84,1.7,2.02,1,2.323
1.46,1576.8,3.59,2.0,1,2.92
1.41,1354.73,2.62,2.01,1,2.8340999999999994
1.83,1901.74,2.7,2.99,1,5.4717
0.85,842.26,1.49,1.01,1,0.8584999999999999
1.43,1372.8,3.62,2.0,1,2.86
1.47,1413.55,2.82,2.02,1,2.9694
0.8,528.48,1.71,1.01,1,0.808
1.63,2330.9,2.71,3.0,1,4.89
0.72,710.86,2.7,1.0,1,0.72
1.31,943.99,3.41,2.01,1,2.6330999999999998
1.42,1409.63,3.49,1.03,1,1.4626
0.97,1172.63,2.01,1.0,1,0.97
1.33,958.4,2.3,2.01,1,2.6733
1.83,2142.75,3.5,3.01,1,5.5083
0.85,1027.56,1.47,1.0,1,0.85
1.65,1288.98,3.52,3.02,1,4.983
0.93,614.36,1.71,1.01,1,0.9393
1.56,2229.08,3.51,2.99,1,4.6644000000000005
1.16,1151.53,2.5,1.03,1,1.1947999999999999
1.41,1858.1,2.1,1.98,1,2.7918
1.78,1854.05,2.7,3.02,1,5.3756
1.42,1024.1,2.28,2.02,1,2.8684
1.3,1145.04,2.29,1.01,1,1.3130000000000002
1.09,1081.06,3.4,1.02,1,1.1118000000000001
1.75,2502.5,3.5,3.0,1,5.25
1.53,1195.24,2.71,3.02,1,4.6206000000000005
1.09,959.2,1.89,1.0,1,1.09
1.69,1318.2,2.69,3.0,1,5.07
1.07,1157.53,2.7,2.02,1,2.1614
1.42,1534.88,2.38,2.01,1,2.8541999999999996
1.14,1379.4,3.48,1.0,1,1.14
1.11,1339.44,2.19,1.0,1,1.11
0.5,330.6,2.49,1.02,1,0.51
1.39,1833.27,3.42,1.99,1,2.7661
0.64,632.45,2.51,1.0,1,0.64
1.52,1185.6,2.7,3.0,1,4.5600000000000005
1.2,1152.96,2.1,2.01,1,2.4119999999999995
1.16,1529.92,2.71,1.99,1,2.3084
1.12,1478.4,2.21,2.0,1,2.24
1.12,1109.81,3.11,1.01,1,1.1312000000000002
1.28,847.87,2.71,1.04,1,1.3312000000000002
0.95,1146.36,2.09,1.0,1,0.95
1.71,1334.83,3.49,3.01,1,5.147099999999999
1.29,1705.64,3.52,2.02,1,2.6058
0.97,854.38,2.38,1.01,1,0.9797
1.7,1769.36,3.51,3.01,1,5.116999999999999
0.74,487.51,1.94,1.0,1,0.74
1.65,1287.99,3.5,3.01,1,4.966499999999999
1.75,1818.6,2.69,2.99,1,5.2325
1.43,1258.4,3.52,1.0,1,1.43
1.26,1249.67,3.73,1.02,1,1.2852000000000001
0.61,738.1,2.26,1.0,1,0.61
1.52,2173.6,3.51,3.0,1,4.5600000000000005
1.23,884.86,1.99,1.99,1,2.4476999999999998
1.13,1086.61,2.6,2.02,1,2.2826
1.08,712.8,2.01,1.0,1,1.08
1.94,2769.93,2.72,2.98,1,5.7812
1.97,2817.1,2.69,3.0,1,5.91
1.3,857.22,2.39,1.0,1,1.3
1.5,1437.6,1.58,1.98,1,2.9699999999999998
1.52,1781.14,3.5,3.02,1,4.5904
1.22,805.2,2.01,1.0,1,1.22
1.38,911.63,2.79,1.01,1,1.3938
1.24,818.4,2.01,1.0,1,1.24
1.41,1240.8,2.28,1.0,1,1.41
1.41,1017.74,2.8,2.03,1,2.8622999999999994
1.25,900.0,2.67,2.0,1,2.5
1.22,1316.5,1.79,1.99,1,2.4278
1.33,1275.74,2.51,1.99,1,2.6467
0.58,573.16,2.28,1.0,1,0.58
0.51,336.91,3.22,1.01,1,0.5151
1.79,1858.74,3.48,2.98,1,5.3342
0.54,653.99,3.41,1.01,1,0.5454
0.83,548.3,2.29,1.01,1,0.8382999999999999
1.13,1495.33,2.83,2.03,1,2.2938999999999994
0.68,822.05,3.17,1.0,1,0.68
1.18,1275.46,1.91,2.01,1,2.3717999999999995
1.42,1875.96,2.87,2.01,1,2.8541999999999996
1.94,2774.2,2.69,3.0,1,5.82
1.38,1324.8,3.1,2.0,1,2.76
0.71,859.88,2.5,1.01,1,0.7171
1.14,1231.2,2.6,2.0,1,2.28
1.72,1791.55,3.49,3.02,1,5.1944
1.24,1229.83,1.8,1.02,1,1.2648
1.47,1456.62,2.59,1.01,1,1.4847
1.26,1210.61,2.1,2.01,1,2.5326
1.3,1246.96,2.09,1.99,1,2.587
0.5,605.0,1.62,1.0,1,0.5
1.48,1461.2,1.99,1.0,1,1.48
1.81,2590.29,2.71,3.01,1,5.4481
0.92,808.13,2.61,1.0,1,0.92
1.36,1346.4,3.62,1.0,1,1.36
1.37,903.38,2.19,1.0,1,1.37
1.03,990.45,2.01,2.02,1,2.0806
1.91,1981.82,3.5,2.97,1,5.6727
0.74,487.51,2.5,1.0,1,0.74
1.14,1094.4,2.2,2.0,1,2.28
1.68,2398.7,2.7,2.98,1,5.0064
1.03,988.8,2.6,2.0,1,2.06
1.05,1383.69,1.82,1.98,1,2.079
0.93,920.7,3.31,1.0,1,0.93
1.01,1089.89,2.4,1.99,1,2.0099
1.13,993.5,2.09,1.0,1,1.13
1.2,1296.0,3.09,2.0,1,2.4
1.38,1364.96,1.49,1.0,1,1.38
1.1,1056.0,1.79,2.0,1,2.2
0.63,415.8,1.7,1.0,1,0.63
1.29,928.03,1.79,1.99,1,2.5671
1.3,859.56,2.72,1.02,1,1.326
1.34,1449.61,3.49,2.02,1,2.7068000000000003
1.45,1915.6,1.91,2.01,1,2.9144999999999994
1.36,897.6,2.92,1.0,1,1.36
0.95,1150.54,1.87,1.01,1,0.9594999999999999
1.68,1965.6,3.5,3.0,1,5.04
1.59,2275.45,2.69,3.01,1,4.7859
0.86,567.08,2.19,1.0,1,0.86
1.27,1220.22,1.88,2.01,1,2.5526999999999997
1.49,1310.01,1.52,1.0,1,1.49
0.87,574.72,1.5,1.01,1,0.8787
1.99,2324.72,3.5,2.98,1,5.9302
1.29,930.35,1.78,2.02,1,2.6058
1.85,1443.0,2.68,3.0,1,5.550000000000001
1.17,1122.26,2.4,1.99,1,2.3283
1.57,1221.77,2.71,2.97,1,4.6629000000000005
0.75,660.0,2.59,1.0,1,0.75
1.18,851.72,2.02,2.03,1,2.3953999999999995
0.82,813.28,2.5,1.02,1,0.8363999999999999
1.26,1663.2,2.52,2.0,1,2.52
1.35,889.38,3.7,1.0,1,1.35
1.2,1296.0,2.1,2.0,1,2.4
1.47,1411.2,2.4,2.0,1,2.94
1.1,968.0,2.49,1.0,1,1.1
1.3,935.22,2.39,1.99,1,2.587
0.84,738.53,2.4,1.0,1,0.84
1.59,1238.29,3.51,2.98,1,4.7382
1.9,2721.18,3.51,3.02,1,5.7379999999999995
1.35,1337.72,3.7,1.01,1,1.3635000000000002
1.85,2166.16,2.7,3.01,1,5.5685
1.39,1836.33,2.28,2.01,1,2.7938999999999994
1.52,1779.77,2.69,3.01,1,4.5752
1.97,2819.27,3.49,3.01,1,5.9296999999999995
1.07,1027.2,2.88,2.0,1,2.14
1.31,1258.65,2.31,2.01,1,2.6330999999999998
1.49,1430.4,2.0,2.0,1,2.98
1.42,1022.4,2.59,2.0,1,2.84
1.88,1466.4,3.51,3.0,1,5.64
1.94,2275.04,3.5,3.03,1,5.8782
1.37,1808.4,2.21,2.0,1,2.74
1.24,818.4,2.69,1.0,1,1.24
0.68,673.2,3.19,1.0,1,0.68
1.29,1559.48,2.3,1.0,1,1.29
1.13,1220.4,2.1,2.0,1,2.26
0.75,494.1,2.49,1.0,1,0.75
